UID          PID    PPID  C STIME TTY          TIME CMD
kernel     13253   13210  0 13:09 ?        00:00:06 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14583692927875927107,15015764334815848422,524288 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
kernel     13262   13228  0 13:09 ?        00:00:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17959597231504734288,149282046205365128,524288 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
kernel     13307   13228  0 13:09 ?        00:00:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --extension-process --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1725002257698839 --launch-time-ticks=1292954043 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10072815036891320864,8791661401831934564,2097152 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
kernel     13344   13228  0 13:09 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1725002257698839 --launch-time-ticks=1293065923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,841577824511217062,1297258190601780795,2097152 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
root       13361       1  0 13:09 ?        00:00:00 /usr/sbin/pcscd --foreground --auto-exit
kernel     13513   13228  0 13:09 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1725002257698839 --launch-time-ticks=1297595501 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6914293469038975955,18165973945702532444,2097152 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
kernel     13566   13228 41 13:09 ?        00:05:27 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23 --time-ticks-at-unix-epoch=-1725002257698839 --launch-time-ticks=1299261054 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14628590620003220747,574114700220186933,2097152 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
kernel     13609   13210  0 13:09 ?        00:00:07 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1355917104789404621,8817735461652278848,524288 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
root       13752       2  0 13:09 ?        00:00:00 [kworker/10:0]
root       13753       2  0 13:09 ?        00:00:00 [kworker/5:0-mm_percpu_wq]
kernel     14734       1  0 13:11 ?        00:00:03 /usr/bin/qterminal
kernel     14738   14734  0 13:11 pts/0    00:00:00 /usr/bin/zsh
root       15711       2  0 13:12 ?        00:00:00 [kworker/15:2-events]
root       15805       2  0 13:13 ?        00:00:00 [kworker/9:0-events]
root       16299       2  0 13:14 ?        00:00:01 [kworker/u32:1-gfx_low]
root       18278       2  0 13:17 ?        00:00:00 [kworker/u32:3]
kernel     18907   13228  0 13:18 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=38 --time-ticks-at-unix-epoch=-1725002257698839 --launch-time-ticks=1875445864 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8893823063575065212,14527813163657532442,2097152 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
root       18931       2  0 13:18 ?        00:00:00 [kworker/u33:0-ttm]
root       18932       2  0 13:18 ?        00:00:00 [kworker/u33:1-ttm]
root       18933       2  0 13:18 ?        00:00:00 [kworker/u33:2]
kernel     18963   13228  0 13:18 ?        00:00:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7658896594073859770,18110641593784314272,524288 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
kernel     18986   13228  0 13:18 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=44 --time-ticks-at-unix-epoch=-1725002257698839 --launch-time-ticks=1879141868 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9770390482640688754,13453613656756761761,2097152 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
kernel     19016   13228  0 13:18 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=13217 --enable-crash-reporter=afe0c5aa-db83-48ad-9a4a-31eebc4db0d7, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=45 --time-ticks-at-unix-epoch=-1725002257698839 --launch-time-ticks=1880586541 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15026154702223090299,13324338603187106278,2097152 --field-trial-handle=3,i,3599233959022821505,15333709839166324622,262144 --variations-seed-version=20240829-180212.995000
root       19940       2  0 13:20 ?        00:00:00 [kworker/2:0-mm_percpu_wq]
kernel     20306    1468  0 13:21 ?        00:00:00 /usr/lib/x86_64-linux-gnu/xfce4/xfconf/xfconfd
kernel     20819   14738  0 13:22 pts/0    00:00:00 ps -ef
kernel     20820   14738  0 13:22 pts/0    00:00:00 cat
